card_name,qty,is_bulk,tcg_set_name,tcg_h,tcg_m,tcg_l,tcg_date
khalni garden,1,,,,,,
khalni hydra,1,,,,,,
kheru bloodsucker,2,,,,,,
kheru dreadmaw,4,,,,,,
kheru spellsnatcher,2,,,,,,
kill-suit cultist,,TRUE,,,,,
kill shot,4,,,,,,
killer instinct,1,,,,,,
kin-tree invocation,2,,,,,,
kin-tree warden,,TRUE,,,,,
kindercatch,,TRUE,,,,,
kindled fury,4,,,,,,
kindly stranger,,TRUE,,,,,
kindly stranger,,TRUE,,,,,
"king macar, the gold-cursed",1,,,,,,
kingpin's pet,3,,,,,,
kingpin's pet (f),1,,,,,,
kinsbaile skirmisher,,TRUE,,,,,
kiora's dismissal,1,,,,,,
kiora's follower,4,,,,,,
"kiora, master of the depths",1,,Battle for Zendikar,$10.00 ,$2.45 ,$0.98 ,7/7/2017 10:26
"kiora, the crashing wave",1,,,,,,
"kiora, the crashing wave (f)",1,,,,,,
kird chieftain,,TRUE,,,,,
kirtar's desire,,TRUE,,,,,
kitesail,1,,,,,,
kitesail scout,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
kithkin zephyrnaut,,TRUE,,,,,
kjeldoran dead,,TRUE,,,,,
knight ally token,,,Battle for Zendikar,$1.00 ,$0.16 ,$0.04 ,7/7/2017 10:26
knight errant,,TRUE,,,,,
knight of new alara,1,,,,,,
knight of obligation,4,,,,,,
knight of the pilgrim's road,,TRUE,,,,,
knight of the white orchid,1,,,,,,
knight watch,3,,,,,,
knightly valor,4,,,,,,
knowledge and power,4,,,,,,
knowledge pool,2,,,,,,
kodama's reach,1,,,,,,
kolaghan's command,1,,,,,,
kolaghan aspirant,,TRUE,,,,,
kolaghan forerunners,1,,,,,,
kolaghan monument,1,,,,,,
kolaghan skirmisher,,TRUE,,,,,
kolaghan stormsinger,,TRUE,,,,,
"kolaghan, the storm's fury",5,,,,,,
"kongming, ""the sleeping dragon""",1,,,,,,
kor ally token,,,Battle for Zendikar,$0.95 ,$0.16 ,$0.02 ,7/7/2017 10:26
kor bladewhirl,0,,Battle for Zendikar,$1.19 ,$0.20 ,$0.05 ,7/7/2017 10:26
kor castigator,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
kor duelist,1,,,,,,
kor entanglers,2,,Battle for Zendikar,$1.21 ,$0.20 ,$0.01 ,7/7/2017 10:26
kor scythemaster,,TRUE,,,,,
kor sky climber,,TRUE,,,,,
kor skyfisher,1,,,,,,
"korlash, heir to blackblade (f)",1,,,,,,
korozda gorgon,3,,,,,,
korozda guildmage,4,,,,,,
korozda monitor,,TRUE,,,,,
kozilek's channeler,2,,Battle for Zendikar,$1.15 ,$0.15 ,$0.03 ,7/7/2017 10:26
kozilek's pathfinder,,TRUE,,,,,
kozilek's predator,2,,,,,,
kozilek's sentinel,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
kozilek's shrieker,,TRUE,,,,,
kragma butcher,5,,,,,,
kragma warcaller,2,,,,,,
kraken hatchling,5,,,,,,
kraken of the straits,3,,,,,,
krasis incubation,3,,,,,,
kraul warior,,TRUE,,,,,
krenko's command,5,,,,,,
krenko's enforcer,4,,,,,,
kris mage,,TRUE,,,,,
krosan drover,1,,,,,,
krosan grip,1,,,,,,
krosan tusker,1,,,,,,
krosan verge,1,,,,,,
krosan warchief,1,,,,,,
krosan wayfarer,2,,,,,,
krovikan fetish,,TRUE,,,,,
krovikan mist,0,,,,,,
krovikan sorcerer,,TRUE,,,,,
krumar bond-kin,,TRUE,,,,,
kruphix's insight,7,,,,,,
"kruphix, god of horizons",2,,,,,,
kyren legate,,TRUE,,,,,
kytheon's tactics,,TRUE,,,,,
laboratory maniac,1,,,,,,
labyrinth champion,0,,,,,,
labyrinth minotaur,,TRUE,,,,,
laccolith grunt,,TRUE,,,,,
laccolith warrior,,TRUE,,,,,
laccolith whelp,,TRUE,,,,,
lagonna-band elder,,TRUE,,,,,
lagonna-band trailblazer,4,,,,,,
lair delve,1,,,,,,
lambholt elder,2,,,,,,
lambholt pacifist,1,,,,,,
lamplighter of selhoff,,TRUE,,,,,
languish,0,,,,,,
lantern of insight,1,,,,,,
lantern scout,,,Battle for Zendikar,$1.99 ,$0.35 ,$0.08 ,7/7/2017 10:26
larger than life,2,,,,,,
lash of the whip,,TRUE,,,,,
last breath,,TRUE,,,,,
last thoughts,4,,,,,,
lathnu sailback,,TRUE,,,,,
launch party,,TRUE,,,,,
launch the fleet,2,,,,,,
launch the fleet (f),1,,,,,,
lava axe,4,,,,,,
lava dart,,TRUE,,,,,
lavaborn muse,1,,,,,,
lavastep raider,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
lavinia of the tenth,1,,,,,,
lay of the land,4,,,,,,
lay waste,1,,,,,,
lead astray,,TRUE,,,,,
leaden myr,1,,,,,,
leaf gilder,4,,,,,,
leafcrown dryad,4,,,,,,
leafdrake roost,1,,,,,,
leap of faith,,TRUE,,,,,
leap of flame,,TRUE,,,,,
leaping master,,TRUE,,,,,
learn from the past,0,,,,,,
leatherback baloth,0,,,,,,
leeching sliver,1,,,,,,
legion's initiative,1,,,,,,
lens of clarity,4,,,,,,
leonin bola,,TRUE,,,,,
leonin snarecaster,,TRUE,,,,,
leyline of anticipation,0,,,,,,
leyline of punishment,1,,,,,,
leyline phantom,,TRUE,,,,,
liberated dwarf,,TRUE,,,,,
liege of the axe,,TRUE,,,,,
life's legacy,1,,,,,,
lifeblood hydra,1,,,,,,
lifecraft cavalry,,TRUE,,,,,
lifeforce,1,,,,,,
lifespring druid,1,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
lightform,1,,,,,,
lightning axe,2,,,,,,
lightning berserker,1,,,,,,
lightning blast,,TRUE,,,,,
lightning bolt,1,,,,,,
lightning diadem,,TRUE,,,,,
lightning hounds,,TRUE,,,,,
lightning javelin,,TRUE,,,,,
lightning shrieker,2,,,,,,
lightning strike,5,,,,,,
lightning talons,4,,,,,,
lightning volley,3,,,,,,
lightwalker,,TRUE,,,,,
liliana's indignation,4,,,,,,
liliana's shade,2,,,,,,
lim-dul's vault,1,,,,,,
lingering death,,TRUE,,,,,
lingering souls,2,,,,,,
"linvala, the preserver",1,,,,,,
liquify,1,,,,,,
lithomancer's focus,,TRUE,Battle for Zendikar,$1.13 ,$0.14 ,$0.01 ,7/7/2017 10:26
liturgy of blood,4,,,,,,
living terrain,,TRUE,,,,,
living totem,,TRUE,,,,,
llanowar elves,3,,,,,,
llanowar empath,4,,,,,,
llanowar wastes,2,,,,,,
loam dryad,,TRUE,,,,,
loam larva,,TRUE,,,,,
loamdragger giant,,TRUE,,,,,
loathsome catoblepas,,TRUE,,,,,
lobber crew,4,,,,,,
lone wolf,,TRUE,,,,,
lonely sandbar,7,,,,,,
long-finned skywhale,,TRUE,,,,,
long-forgotten gohei,1,,,,,,
long-term plans,1,,,,,,
longhorn firebeast,,TRUE,,,,,
longshot squad,4,,,,,,
looming spires,6,,Battle for Zendikar,$1.14 ,$0.14 ,$0.02 ,7/7/2017 10:26
lord of the undead,1,,,,,,
lord of the unreal,0,,,,,,
lore broker,1,,,,,,
lorescale coatl,3,,,,,,
loreseeker's stone,1,,,,,,
"lorthos, the tidemaker",1,,,,,,
lose calm,4,,,,,,
lost in a labryinth,,TRUE,,,,,
lost in the mist,1,,,,,,
lost in thought,,TRUE,,,,,
lost leonin,1,,,,,,
lost soul,,TRUE,,,,,
lotus-eye mystics,3,,,,,,
lotus path djinn,,TRUE,,,,,
lowland tracker,,TRUE,,,,,
loxodon partisan,,TRUE,,,,,
loxodon warhammer,1,,,,,,
loyal cathar,,TRUE,,,,,
loyal pegasus,,TRUE,,,,,
lumbering falls,0,,Battle for Zendikar,$8.00 ,$1.22 ,$0.49 ,7/7/2017 10:26
lumberknot,1,,,,,,
luminate primordial,2,,,,,,
lure,4,,,,,,
lurking arynx,,TRUE,,,,,
lurking informant,2,,,,,,
lurking predators,1,,,,,,
lyev decree,4,,,,,,
lys alana huntmaster,2,,,,,,
macabre waltz,6,,,,,,
macetail hystrodon,,TRUE,,,,,
machinate,1,,,,,,
mad prophet,4,,,,,,
mage's guile,1,,,,,,
mage-ring bully,,TRUE,,,,,
mage-ring network,1,,,,,,
maggot carrier,,TRUE,,,,,
magister of worth (f),1,,,,,,
magma burst,,TRUE,,,,,
magma jet,3,,,,,,
magma spray,5,,,,,,
magmatic chasm,4,,,,,,
magmatic insight,3,,,,,,
magnifying glass,1,,,,,,
magus of the jar,1,,,,,,
magus of the moat,1,,,,,,
make a stand,1,,,,,,
makeshift mauler,,TRUE,,,,,
makindi aeronaut,,TRUE,,,,,
makindi patrol,2,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
makindi sliderunner,,,Battle for Zendikar,$12.00 ,$0.14 ,$0.01 ,7/7/2017 10:26
malakir cullblade,2,,,,,,
malakir familiar,,TRUE,Battle for Zendikar,$1.21 ,$0.20 ,$0.03 ,7/7/2017 10:26
malevolent whispers,2,,,,,,
malfunction,1,,,,,,
malicious advice,,TRUE,,,,,
malicious intent,,TRUE,,,,,
man-o'-war,0,,,,,,
mana bloom,1,,,,,,
mana confluence,1,,,,,,
mana leak,5,,,,,,
mana seism,1,,,,,,
mana web,2,,,,,,
manabond,1,,,,,,
managorger hydra,0,,,,,,
manalith,2,,,,,,
manamorphose,1,,,,,,
manaweft sliver,2,,,,,,
maniacal rage,,TRUE,,,,,
manic scribe,0,,,,,,
manipulate fate,,TRUE,,,,,
manor skeleton,,TRUE,,,,,
mantis rider,3,,,,,,
mantle of webs,,TRUE,,,,,
map the wastes,4,,,,,,
marang river skeleton,,TRUE,,,,,
marauding maulhorn,3,,,,,,
march from the tomb,,,Battle for Zendikar,$1.70 ,$0.28 ,$0.07 ,7/7/2017 10:26
march of the returned,4,,,,,,
marchesa's smuggler,1,,,,,,
mardu banner,5,,,,,,
mardu blazebringer,,TRUE,,,,,
mardu charm,1,,,,,,
mardu hateblade,5,,,,,,
mardu heart-piercer,1,,,,,,
mardu hordechief,2,,,,,,
mardu roughrider,2,,,,,,
mardu runemark,5,,,,,,
mardu shadowspear,4,,,,,,
mardu skullhunter,,TRUE,,,,,
mardu strike leader,1,,,,,,
mardu warshrieker,,TRUE,,,,,
mardu woe-reaper,1,,,,,,
maritime guard,,TRUE,,,,,
mark of mutiny,2,,,,,,
mark of the vampire,4,,,,,,
marked by honor,,TRUE,,,,,
market festival,5,,,,,,
markov warlord,3,,,,,,
marrow bats,,TRUE,,,,,
marsh gas,,TRUE,,,,,
marsh hulk,,TRUE,,,,,
marsh viper,4,,,,,,
marshmist titan,4,,,,,,
martial glory,4,,,,,,
martyr's cause,1,,,,,,
mask of avacyn,1,,,,,,
masked admirers,1,,,,,,
mass appeal,1,,,,,,
mass calcify,1,,,,,,
master of cruelties,1,,,,,,
master of diversion,,TRUE,,,,,
master of predicaments,1,,,,,,
master of the feast,1,,,,,,
master of the veil,1,,,,,,
master the way,4,,,,,,
master transmuter,0,,,,,,
mastery of the unseen,1,,,,,,
matter reshaper,1,,,,,,
maw of kozilek,,TRUE,,,,,
maw of the mire,,TRUE,,,,,
mayael the anima,0,,,,,,
maze's end,3,,,,,,
maze abomination,5,,,,,,
maze behemoth,4,,,,,,
maze glider,3,,,,,,
maze rusher,8,,,,,,
maze sentinel,4,,,,,,
maze sentinel,,TRUE,,,,,
meandering towershell,5,,,,,,
meditation puzzle,,TRUE,,,,,
meglonoth,1,,,,,,
"meishin, the mind cage",1,,,,,,
"melek, izzet paragon",1,,,,,,
meletis astronomer,,TRUE,,,,,
meletis charlatan,1,,,,,,
memory erosion,1,,,,,,
memory lapse,1,,,,,,
mending touch,,TRUE,,,,,
mentor of the meek,1,,,,,,
mer-ek nightblade,2,,,,,,
merchant's dockhand,1,,,,,,
merchant of secrets,1,,,,,,
merciless executioner,0,,,,,,
merciless resolve,4,,,,,,
mercurial chemister,1,,,,,,
mercurial kite,,TRUE,,,,,
mercurial pretender,2,,,,,,
merfolk of the depths,,TRUE,,,,,
merfolk of the pearl trident,,TRUE,,,,,
merfolk spy,,TRUE,,,,,
mesa enchantress,1,,,,,,
mesa falcon,,TRUE,,,,,
messenger's speed,2,,,,,,
messenger drake,,TRUE,,,,,
metallurgic summonings,2,,,,,,
metathran zombie,,TRUE,,,,,
meteorite,5,,,,,,
metropolis sprite,,TRUE,,,,,
midnight duelist,,TRUE,,,,,
midnight guard,4,,,,,,
midvast protector,,TRUE,,,,,
might beyond reason,,TRUE,,,,,
might makes right,3,,,,,,
might of the masses,4,,,,,,
mighty leap,,TRUE,,,,,
"mikaeus, the lunarch",1,,,,,,
"mikokoro, center of the sea",1,,,,,,
militant inquisitor,1,,,,,,
militant inquisitor,,TRUE,,,,,
military intelligence,2,,,,,,
millennial gargoyle,,TRUE,,,,,
millstone,2,,,,,,
"mina and denn, wildborn",1,,,,,,
mind's desire,2,,,,,,
mind bomb,,TRUE,,,,,
mind control,1,,,,,,
mind funeral,1,,,,,,
mind grind,1,,,,,,
mind raker,3,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
mind raker (f),1,,,,,,
mind ravel,,TRUE,,,,,
mind rot,6,,,,,,
mind sculpt,4,,,,,,
mind stone,2,,,,,,
mindlock orb,0,,,,,,
mindreaver,1,,,,,,
mindshrieker,1,,,,,,
mindstab thrull,,TRUE,,,,,
mindstatic,3,,,,,,
mindwrack liege,1,,,,,,
miner's bane,,TRUE,,,,,
minister of impediments,1,,,,,,
minister of pain,2,,,,,,
minotaur abomination,,TRUE,,,,,
minotaur aggressor,,TRUE,,,,,
minotaur skullcleaver,4,,,,,,
mirari,1,,,,,,
mire's malice,,TRUE,Battle for Zendikar,$1.15 ,$0.15 ,$0.01 ,7/7/2017 10:26
"mirko vosk, mind drinker",1,,,,,,
mirror sheen,1,,,,,,
mirror wall,,TRUE,,,,,
mirrorworks,0,,,,,,
mischief and mayhem,,TRUE,,,,,
misery charm,,TRUE,,,,,
misguided rage,1,,,,,,
mist intruder,4,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
mistcutter hydra,1,,,,,,
mistfire adept,2,,,,,,
mistfire weaver,4,,,,,,
mistform dreamer,,TRUE,,,,,
mistform mask,,TRUE,,,,,
mistform mutant,,TRUE,,,,,
mistform shrieker,,TRUE,,,,,
mistform sliver,1,,,,,,
mistform stalker,,TRUE,,,,,
mistform wall,,TRUE,,,,,
misthoof kirin,,TRUE,,,,,
mistmeadow witch,1,,,,,,
mizzium meddler,2,,,,,,
mizzium motars,2,,,,,,
mizzium skin,5,,,,,,
mnemonic wall,5,,,,,,
moan of the unhallowed,2,,,,,,
mob rule,1,,,,,,
mobile garrison,3,,,,,,
mogis's marauder,4,,,,,,
mogis's warhound,,TRUE,,,,,
"mogis, god of slaughter",2,,,,,,
mold shambler,1,,,,,,
moldgraf scavenger,4,,,,,,
molten birth,2,,,,,,
molten disaster,1,,,,,,
molten nursery,5,,Battle for Zendikar,$1.19 ,$0.20 ,$0.04 ,7/7/2017 10:26
molten rain,1,,,,,,
molten slagheap,1,,,,,,
molting snakeskin,,TRUE,,,,,
moment of heroism,,TRUE,,,,,
moment of silence,,TRUE,,,,,
monastery flock,6,,,,,,
monastery loremaster,3,,,,,,
monastery siege,1,,,,,,
monastery swiftspear,1,,,,,,
monastery swiftspear,2,,,,,,
monk idealist,1,,,,,,
mons's goblin raiders,,TRUE,,,,,
monstrous growth,3,,,,,,
moon heron,,TRUE,,,,,
moon sprite,,TRUE,,,,,
moonlight geist,,TRUE,,,,,
moonlight hunt,2,,,,,,
moonlit strider,,TRUE,,,,,
moonmist,1,,,,,,
moor fiend,,TRUE,,,,,
moorland drifter,,TRUE,,,,,
moorland haunt,1,,,,,,
morality shift,1,,,,,,
morbid hunger,,TRUE,,,,,
morgue burst,5,,,,,,
morkrut necropod,,TRUE,,,,,
moroii,1,,,,,,
mortal's ardor,,TRUE,,,,,
mortal's resolve,4,,,,,,
mortal obstinacy,,TRUE,,,,,
mortify,2,,,,,,
mortivore,1,,,,,,
mortuary mire,2,,Battle for Zendikar,$1.13 ,$0.15 ,$0.05 ,7/7/2017 10:26
mortus strider,3,,,,,,
mosquito guard,,TRUE,,,,,
moss diamond,1,,,,,,
mossfire egg,1,,,,,,
mossfire valley,1,,,,,,
mothdust changeling,2,,,,,,
mother of runes,1,,,,,,
mountain (265 full art),,,Battle for Zendikar,$2.27 ,$0.29 ,$0.10 ,7/7/2017 10:26
mountain (265),,,Battle for Zendikar,$1.99 ,$0.21 ,$0.10 ,7/7/2017 10:26
mountain (266 full art),,,Battle for Zendikar,$2.00 ,$0.25 ,$0.05 ,7/7/2017 10:26
mountain (266),,,Battle for Zendikar,$1.99 ,$0.23 ,$0.13 ,7/7/2017 10:26
mountain (267 full art),,,Battle for Zendikar,$2.33 ,$0.33 ,$0.20 ,7/7/2017 10:26
mountain (267),,,Battle for Zendikar,$2.27 ,$0.22 ,$0.11 ,7/7/2017 10:26
mountain (268 full art),,,Battle for Zendikar,$2.27 ,$0.25 ,$0.05 ,7/7/2017 10:26
mountain (268),,,Battle for Zendikar,$2.27 ,$0.19 ,$0.07 ,7/7/2017 10:26
mountain (269 full art),,,Battle for Zendikar,$2.27 ,$0.26 ,$0.05 ,7/7/2017 10:26
mountain (269),,,Battle for Zendikar,$2.27 ,$0.20 ,$0.08 ,7/7/2017 10:26
mountain goat,,TRUE,,,,,
mudbrawler raiders,,TRUE,,,,,
muddle the mixture,0,,,,,,
mul daya channelers,1,,,,,,
mulldrifter,2,,,,,,
multiform wonder,0,,,,,,
"munda, ambush leader",,,Battle for Zendikar,$1.40 ,$0.32 ,$0.07 ,7/7/2017 10:26
murasa ranger,,TRUE,Battle for Zendikar,$1.21 ,$0.20 ,$0.01 ,7/7/2017 10:26
murder,0,,,,,,
murder investigation,3,,,,,,
murderer's axe,,TRUE,,,,,
murderous betrayal,1,,,,,,
murderous compulsion,3,,,,,,
murderous cut,2,,,,,,
murk dwellers,,TRUE,,,,,
murk strider,,TRUE,Battle for Zendikar,$1.14 ,$0.15 ,$0.01 ,7/7/2017 10:26
murkfiend liege,1,,,,,,
murmuring phantasm,5,,,,,,
mutilate,0,,,,,,
mwonvuli beast tracker,1,,,,,,
mycoid shepherd,1,,,,,,
myr adapter,0,,,,,,
myr battlesphere,0,,,,,,
myriad landscape,0,,,,,,
mystic barrier,0,,,,,,
mystic genesis,1,,,,,,
mystic meditation,,TRUE,,,,,
mystic monastery,3,,,,,,
mystic of the hidden way,,TRUE,,,,,
mystic remora,1,,,,,,
mystic retrieval,3,,,,,,
mystic snake,1,,,,,,
mystic visionary,,TRUE,,,,,
mystic zealot,,TRUE,,,,,
myth realized,1,,,,,,
nafs asp,,TRUE,,,,,
nagging thoughts,2,,,,,,
nagging thoughts,,TRUE,,,,,
nantuko calmer,,TRUE,,,,,
nantuko disciple,,TRUE,,,,,
nantuko husk,4,,,,,,
nantuko tracer,1,,,,,,
narset transcendent,1,,,,,,
nath of the gilt-leaf,1,,,,,,
natural connection,3,,Battle for Zendikar,$1.15 ,$0.15 ,$0.01 ,7/7/2017 10:26
naturalize,10,,,,,,
nature's claim,4,,,,,,
nature's lore,4,,,,,,
nature's panoply,,TRUE,,,,,
nav squad commandos,,TRUE,,,,,
naya soulbeast,1,,,,,,
nearheath chaplain,,TRUE,,,,,
nearheath pilgrim,2,,,,,,
nearheath stalker,2,,,,,,
necra disciple,,TRUE,,,,,
necrite,,TRUE,,,,,
necrobite,2,,,,,,
necrogen scudder,,TRUE,,,,,
necrogenesis,2,,,,,,
necromancer's assistant,,TRUE,,,,,
necromancer's stockpile,1,,,,,,
necromantic summons,0,,,,,,
necromaster dragon,2,,,,,,
necropolis fiend,1,,,,,,
negate,0,,,,,,
neglected heirloom,2,,,,,,
nemesis of mortals,1,,,,,,
nephalia academy,1,,,,,,
nephalia drownyard,1,,,,,,
nephalia moondrakes,2,,,,,,
nephalia seakite,4,,,,,,
nephalia seakite,,TRUE,,,,,
nessian asp,4,,,,,,
nessian courser,,TRUE,,,,,
nessian demolok,4,,,,,,
nessian game warden,4,,,,,,
nest invader,1,,,,,,
netcaster spider,,TRUE,,,,,
netter en-dal,,TRUE,,,,,
nettle drone,0,,Battle for Zendikar,$1.14 ,$0.15 ,$0.03 ,7/7/2017 10:26
neutralizing blast,2,,,,,,
nevinyrral's disk,0,,,,,,
new benalia,0,,,,,,
new prahv guildmage,2,,,,,,
niblis of dusk,,TRUE,,,,,
niblis of the breath,3,,,,,,
niblis of the mist,,TRUE,,,,,
night dealings,1,,,,,,
night market aeronaut,,TRUE,,,,,
night market guard,1,,,,,,
night market guard,,TRUE,,,,,
night market lookout,1,,,,,,
nightfire giant,,TRUE,,,,,
nightfire giant,,TRUE,,,,,
nighthowler,1,,,,,,
nightmare,1,,,,,,
nightmarish end,4,,,,,,
nightscape familiar,1,,,,,,
nightshade peddler,1,,,,,,
nightsnare,,TRUE,,,,,
nightveil specter,1,,,,,,
nightwing shade,,TRUE,,,,,
nim replica,,TRUE,,,,,
nimbus naiad,3,,,,,,
nimbus naiad (f),1,,,,,,
nimbus of the isles,,TRUE,,,,,
nimbus of the isles,,TRUE,,,,,
nimbus swimmer,1,,,,,,
nirkana assassin,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
nissa's expedition,3,,,,,,
nissa's judgment,,TRUE,,,,,
nissa's pilgrimage,3,,,,,,
nissa's renewal,,,Battle for Zendikar,$5.00 ,$0.49 ,$0.20 ,7/7/2017 10:26
nissa's revelation,2,,,,,,
"nissa, voice of zendikar",1,,,,,,
"nissa, worldwaker",1,,,,,,
"niv-mizzet, the firemind",1,,,,,,
nivix barrier,,TRUE,,,,,
nivix cyclops,4,,,,,,
nivix guildmage,3,,,,,,
nivmagus elemental,2,,,,,,
nobilis of war,2,,,,,,
noble quarry,1,,,,,,
noble templar,,TRUE,,,,,
noggle ransacker,1,,,,,,
nomad outpost,2,,,,,,
nomad stadium,1,,,,,,
noose constrictor,2,,,,,,
not forgotten,3,,,,,,
notion thief,3,,,,,,
nourish,,TRUE,,,,,
"noyan dar, roil shaper",1,,Battle for Zendikar,$1.50 ,$0.34 ,$0.08 ,7/7/2017 10:26
"noyan dar, roil shaper (f)",1,,,,,,
null caller,,TRUE,,,,,
nullify,4,,,,,,
nullmage advocate,2,,,,,,
nurturing licid,,TRUE,,,,,
"nykthos, shrine to nyx",0,,,,,,
nylea's disciple,4,,,,,,
nylea's emissary,1,,,,,,
nylea's presence,4,,,,,,
nyx-fleece ram,2,,,,,,
nyx infusion,,TRUE,,,,,
nyx weaver,5,,,,,,
nyxborn eidolon,,TRUE,,,,,
nyxborn rollicker,4,,,,,,
nyxborn shieldmate,4,,,,,,
nyxborn triton,4,,,,,,
nyxborn wolf,4,,,,,,
oak street innkeeper,4,,,,,,
oaken brawler,,TRUE,,,,,
oakheart dryads,,TRUE,,,,,
oasis,,TRUE,,,,,
oath of chandra,1,,,,,,
oath of gideon,1,,,,,,
oath of jace,2,,,,,,
oath of jace (f),1,,,,,,
oath of nissa,1,,,,,,
oath of the ancient wood,1,,,,,,
ob nixilis reignited,,,Battle for Zendikar,$375.00 ,$3.13 ,$1.75 ,7/7/2017 10:26
"ob nixilis, unshackled",0,,,,,,
obelisk of grixis,1,,,,,,
obelisk of urd,1,,,,,,
oblivion ring,1,,,,,,
oblivion sower,,,Battle for Zendikar,$7.75 ,$1.23 ,$0.10 ,7/7/2017 10:26
oblivion strike,4,,,,,,
obscuring aether,3,,,,,,
observant alseid,4,,,,,,
obsessive skinner,,TRUE,,,,,
obzedat's aid,1,,,,,,
"obzedat, ghost council",1,,,,,,
octopus token,,,Battle for Zendikar,$1.18 ,$0.18 ,$0.03 ,7/7/2017 10:26
ocular halo,,TRUE,,,,,
"odric, lunarch marshal",2,,,,,,
odunos river trawler,2,,,,,,
ogre jailbreaker,,TRUE,,,,,
ogre taskmaster,,TRUE,,,,,
ogre warrior,,TRUE,,,,,
ojutai's breath,4,,,,,,
ojutai's command,1,,,,,,
ojutai's summons,4,,,,,,
ojutai interceptor,,TRUE,,,,,
ojutai monument,1,,,,,,
"ojutai, soul of winter",1,,,,,,
olivia's bloodsworn,2,,,,,,
"oloro, ageless ascetic",1,,,,,,
omenspeaker,4,,,,,,
"omnath, locus of rage",1,,Battle for Zendikar,$3.99 ,$1.27 ,$0.79 ,7/7/2017 10:26
omniscience,0,,,,,,
ondu champion,3,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
ondu giant,2,,,,,,
ondu greathorn,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
ondu rising,1,,Battle for Zendikar,$1.34 ,$0.20 ,$0.01 ,7/7/2017 10:26
ondu war cleric,,TRUE,,,,,
one-eyed scarecrow,,TRUE,,,,,
one-eyed scarecrow,0,,,,,,
one dozen eyes,1,,,,,,
one thousand lashes,1,,,,,,
ongoing investigation,3,,,,,,
ooze flux,2,,,,,,
opal caryatid,1,,,,,,
opal champion,1,,,,,,
opal gargoyle,1,,,,,,
opal lake gatekeepers,,TRUE,,,,,
opal palace,0,,,,,,
opal titan,1,,,,,,
opaline unicor,4,,,,,,
open the armory,1,,,,,,
open the vaults,1,,,,,,
opportunity,3,,,,,,
oppressive rays,4,,,,,,
opulent palace,4,,,,,,
oracle's attendants,,TRUE,,,,,
oracle's insight,2,,,,,,
oracle's insight (f),1,,,,,,
oracle of bones,1,,,,,,
oracle of dust,3,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
oracle of mul daya,1,,,,,,
oran-rief hydra,,,Battle for Zendikar,$1.29 ,$0.28 ,$0.09 ,7/7/2017 10:26
oran-rief invoker,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
orator of ojutai,,TRUE,,,,,
orbs of warding,0,,,,,,
orchard spirit,,TRUE,,,,,
orcish captain,,TRUE,,,,,
orcish farmer,1,,,,,,
orcish oriflamme,,TRUE,,,,,
orcish spy,,TRUE,,,,,
orcish veteran,,TRUE,,,,,
ordeal of erebos,,TRUE,,,,,
ordeal of heliod,3,,,,,,
ordeal of nylea,3,,,,,,
ordeal of thassa,2,,,,,,
order of succession,1,,,,,,
"ordric, master tactician",1,,,,,,
oreskos sun guide,,TRUE,,,,,
oreskos swiftclaw,,TRUE,,,,,
orim's touch,,TRUE,,,,,
ornamental courage,2,,,,,,
ornitharch,,TRUE,,,,,
ornithopter,4,,,,,,
orochi leafcaller,1,,,,,,
orochi sustainer,1,,,,,,
orzhov basilica,3,,,,,,
orzhov charm,5,,,,,,
orzhov guildgate,18,,,,,,
otherworld atlas,2,,,,,,
outland boar,,TRUE,,,,,
outnumber,2,,Battle for Zendikar,$1.14 ,$0.15 ,$0.01 ,7/7/2017 10:26
outwit,1,,,,,,
ovalchase daredevil,,TRUE,,,,,
overeager apprentice,,TRUE,,,,,
overgrown battlement,1,,,,,,
overload,,TRUE,,,,,
overrule,1,,,,,,
overrun,0,,,,,,
oversoul of dusk,1,,,,,,
overwhelm,1,,,,,,
overwhelming stampede,0,,,,,,
ozhov cluestone,5,,,,,,
ozhov keyrune,2,,,,,,
ozhov signet,1,,,,,,
pacification array,1,,,,,,
pacifism,3,,,,,,
pack guardian,,TRUE,,,,,
pain seer,1,,,,,,
painful truths,1,,Battle for Zendikar,$72.00 ,$0.53 ,$0.08 ,7/7/2017 10:26
palace familiar,4,,,,,,
